year,zip_code,residential_permits,residential_construction_cost,residential_permit_ratio,residential_cost_ratio,total_population,median_household_income,housing_units,housing_density,housing_value_per_unit,housing_units_change,housing_density_change,housing_value_per_unit_change,predicted_housing_demand,demand_gap,demand_ratio,retail_construction_cost,retail_space,housing_retail_ratio,balance_score,balance_category,primary_need
2006,20190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,20817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,22037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,23218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,23507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,25304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,612500.0,4000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,28078,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,30043,2,0.0,0.3333333333333333,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,30067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,30188,7,1190000.0,0.3888888888888889,0.6239840595668816,0.0,0.0,10.5,0.0,113333.33333333331,0.0,0.0,0.0,10.5,0.0,1.0,80000.0,2000.0,14.875,0.2702935044492196,Severe Imbalance,Retail Development
2006,30339,2,3380.0,0.1666666666666666,0.0787461194820928,0.0,0.0,3.0,0.0,1126.6666666666667,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,32257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,32751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,32837,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,33312,16,656500.0,0.1904761904761904,0.2002623390885242,0.0,0.0,24.0,0.0,27354.166666666668,0.0,0.0,0.0,23.985,-0.015000000000000568,0.999375,8000.0,4000.0,82.0625,0.18492898484139675,Severe Imbalance,Retail Development
2006,34982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,37215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,40204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,43215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,43219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,43224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,44060,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,103000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,44114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,44115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,44122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,44130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,44132,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,44512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,45040,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,45241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,45459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46310,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46320,29,23776500.0,0.3580246913580246,0.5886241204981717,0.0,0.0,43.5,0.0,546586.2068965518,0.0,0.0,0.0,43.485,-0.015000000000000568,0.9996551724137931,7505000.0,12000.0,3.1680879413724186,0.4644405218177312,Moderate Imbalance,Retail Development
2006,46321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46322,1,9690.0,0.032258064516129,0.0130953201461162,0.0,0.0,1.5,0.0,6460.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46324,6,2455000.0,0.0638297872340425,0.3017488156819904,0.0,0.0,9.0,0.0,272777.7777777777,0.0,0.0,0.0,9.0,0.0,1.0,25000.0,4000.0,98.2,0.17898673483675182,Severe Imbalance,Retail Development
2006,46325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58000.0,,1.0,Balanced,Balanced Development
2006,46375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46383,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40000.0,4000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,46384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,46385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46403,1,1360.0,0.3333333333333333,0.0479548660084626,0.0,0.0,1.5,0.0,906.6666666666666,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46410,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46514,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46538,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46580,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,46910,1,13000.0,0.25,0.2765957446808511,0.0,0.0,1.5,0.0,8666.666666666666,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,48009,4,2287000.0,0.3636363636363636,0.5849104859335038,0.0,0.0,6.0,0.0,381166.6666666667,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,48073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,48104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,48178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1000000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,48197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,48234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49038,3,525000.0,0.4285714285714285,0.28,0.0,0.0,4.5,0.0,116666.66666666669,0.0,0.0,0.0,4.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49125,8,5851000.0,0.4705882352941176,0.8561603745976002,0.0,0.0,12.0,0.0,487583.3333333333,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49129,2,153000.0,0.1111111111111111,0.0289279636982416,0.0,0.0,3.0,0.0,51000.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49445,1,90000.0,1.0,1.0,0.0,0.0,1.5,0.0,60000.0,0.0,0.0,0.0,1.5,0.0,1.0,90000.0,2000.0,1.0,1.0,Balanced,Balanced Development
2006,49507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,49546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,160000.0,4000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,52401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1500000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,53126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,360000.0,6000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,53402,1,58000.0,0.5,0.5204127411395244,0.0,0.0,1.5,0.0,38666.66666666666,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53713,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,53719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,54703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,54935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,55111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,55347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,55362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,55378,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,55403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2010.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,55413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,55422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,55438,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,60000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60004,5,731000.0,0.0193798449612403,0.0519756872012588,0.0,0.0,7.5,0.0,97466.66666666669,0.0,0.0,0.0,7.5,0.0,1.0,1448000.0,18000.0,0.5048342541436464,0.5939917332754673,Slight Imbalance,Balanced Development
2006,60005,2,55635.0,0.0298507462686567,0.0026329128043361,0.0,0.0,3.0,0.0,18545.0,0.0,0.0,0.0,3.0,0.0,1.0,565310.0,24000.0,0.09841502892218429,0.3013353597846794,Moderate Imbalance,Housing Development
2006,60006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60007,2,1325000.0,0.0186915887850467,0.1822889688759126,0.0,0.0,3.0,0.0,441666.6666666667,0.0,0.0,0.0,3.0,0.0,1.0,1045000.0,10000.0,1.2679425837320575,0.808149003434771,Balanced,Balanced Development
2006,60008,1,5000.0,0.0033898305084745,0.0044849686276444,0.0,0.0,1.5,0.0,3333.333333333333,0.0,0.0,0.0,1.5,0.0,1.0,325500.0,8000.0,0.015360983102918587,0.1932021980791346,Severe Imbalance,Housing Development
2006,60010,19,6005730.0,0.1194968553459119,0.2263759515963388,0.0,0.0,28.5,0.0,210727.36842105264,0.0,0.0,0.0,28.5,0.0,1.0,3698000.0,24000.0,1.624048134126555,0.6734360999757407,Slight Imbalance,Balanced Development
2006,60012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60013,1,10000.0,0.0384615384615384,0.0124378109452736,0.0,0.0,1.5,0.0,6666.666666666667,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,130000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2006,60015,10,4878900.0,0.15625,0.2915315141330252,0.0,0.0,15.0,0.0,325260.0,0.0,0.0,0.0,15.0,0.0,1.0,6529802.0,30000.0,0.7471742634769017,0.7743193358444724,Balanced,Balanced Development
2006,60016,2,35000.0,0.0266666666666666,0.0062371303497871,0.0,0.0,3.0,0.0,11666.666666666666,0.0,0.0,0.0,3.0,0.0,1.0,1813500.0,26000.0,0.01929969671905156,0.20211550674008602,Severe Imbalance,Housing Development
2006,60018,1,300000.0,0.0151515151515151,0.1128718046627004,0.0,0.0,1.5,0.0,200000.0,0.0,0.0,0.0,1.5,0.0,1.0,732873.55,6000.0,0.4093475607081194,0.5282088058439234,Slight Imbalance,Housing Development
2006,60020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60022,11,1605000.0,0.5,0.507092982844144,0.0,0.0,16.5,0.0,97272.72727272728,0.0,0.0,0.0,16.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60025,28,4082700.0,0.1435897435897435,0.3065478337984698,0.0,0.0,42.0,0.0,97207.14285714286,0.0,0.0,0.0,41.94,-0.060000000000002274,0.9985714285714286,1003000.0,14000.0,4.07048853439681,0.41601438639595456,Moderate Imbalance,Retail Development
2006,60026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60030,2,1175000.0,0.074074074074074,0.2070110684854277,0.0,0.0,3.0,0.0,391666.6666666667,0.0,0.0,0.0,3.0,0.0,1.0,175000.0,4000.0,6.714285714285714,0.34432446254899246,Moderate Imbalance,Retail Development
2006,60031,1,23770.0,0.0714285714285714,0.0403026855457987,0.0,0.0,1.5,0.0,15846.666666666666,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60035,6,568500.0,0.1714285714285714,0.031984216879865,0.0,0.0,9.0,0.0,63166.66666666666,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2006,60044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,140000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
