zip_code,year,permits_count,retail_count,is_retail,is_grocery,is_restaurant,is_clothing,is_electronics,is_home_goods,is_beauty_health,is_entertainment,is_convenience_store,is_specialty_food,population,is_grocery_void_score,is_restaurant_void_score,is_clothing_void_score,is_electronics_void_score,is_home_goods_void_score,is_beauty_health_void_score,is_entertainment_void_score,is_convenience_store_void_score,is_specialty_food_void_score,total_void_score,most_needed_category
60608,2023.0,2.0,670.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51377.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-100.0,700.0,Grocery
60605,2018.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32224.0,62.72067267454309,62.72067267454309,62.72067267454309,62.72067267454309,62.72067267454309,62.72067267454309,62.72067267454309,62.72067267454309,62.72067267454309,564.4860540708878,Grocery
60605,2020.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32156.0,62.58831772972342,62.58831772972342,62.58831772972342,62.58831772972342,62.58831772972342,62.58831772972342,62.58831772972342,62.58831772972342,62.58831772972342,563.2948595675108,Grocery
60605,2021.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31875.0,62.04138038421861,62.04138038421861,62.04138038421861,62.04138038421861,62.04138038421861,62.04138038421861,62.04138038421861,62.04138038421861,62.04138038421861,558.3724234579674,Grocery
60605,2022.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31785.0,61.866204721957295,61.866204721957295,61.866204721957295,61.866204721957295,61.866204721957295,61.866204721957295,61.866204721957295,61.866204721957295,61.866204721957295,556.7958424976156,Grocery
60605,2016.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31053.0,60.44144266889854,60.44144266889854,60.44144266889854,60.44144266889854,60.44144266889854,60.44144266889854,60.44144266889854,60.44144266889854,60.44144266889854,543.9729840200869,Grocery
60605,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30960.0,60.26042781789517,60.26042781789517,60.26042781789517,60.26042781789517,60.26042781789517,60.26042781789517,60.26042781789517,60.26042781789517,60.26042781789517,542.3438503610565,Grocery
60605,2014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30257.0,58.89211125600949,58.89211125600949,58.89211125600949,58.89211125600949,58.89211125600949,58.89211125600949,58.89211125600949,58.89211125600949,58.89211125600949,530.0290013040855,Grocery
60607,2022.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27479.0,53.48502248087665,53.48502248087665,53.48502248087665,53.48502248087665,53.48502248087665,53.48502248087665,53.48502248087665,53.48502248087665,53.48502248087665,481.3652023278898,Grocery
60607,2021.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27113.0,52.77264145434728,52.77264145434728,52.77264145434728,52.77264145434728,52.77264145434728,52.77264145434728,52.77264145434728,52.77264145434728,52.77264145434728,474.95377308912566,Grocery
60607,2019.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26647.0,51.86562080308309,51.86562080308309,51.86562080308309,51.86562080308309,51.86562080308309,51.86562080308309,51.86562080308309,51.86562080308309,51.86562080308309,466.79058722774766,Grocery
60607,2014.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26326.0,51.240827607684366,51.240827607684366,51.240827607684366,51.240827607684366,51.240827607684366,51.240827607684366,51.240827607684366,51.240827607684366,51.240827607684366,461.1674484691593,Grocery
60607,2013.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26248.0,51.089008700391226,51.089008700391226,51.089008700391226,51.089008700391226,51.089008700391226,51.089008700391226,51.089008700391226,51.089008700391226,51.089008700391226,459.801078303521,Grocery
60607,2020.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26206.0,51.007260058002615,51.007260058002615,51.007260058002615,51.007260058002615,51.007260058002615,51.007260058002615,51.007260058002615,51.007260058002615,51.007260058002615,459.06534052202346,Grocery
60607,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26047.0,50.697783054674275,50.697783054674275,50.697783054674275,50.697783054674275,50.697783054674275,50.697783054674275,50.697783054674275,50.697783054674275,50.697783054674275,456.28004749206855,Grocery
60607,2015.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25463.0,49.561087646223015,49.561087646223015,49.561087646223015,49.561087646223015,49.561087646223015,49.561087646223015,49.561087646223015,49.561087646223015,49.561087646223015,446.0497888160072,Grocery
60607,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25389.0,49.41705432391926,49.41705432391926,49.41705432391926,49.41705432391926,49.41705432391926,49.41705432391926,49.41705432391926,49.41705432391926,49.41705432391926,444.7534889152734,Grocery
60605,2023.0,9.0,145.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32105.0,62.489051521108664,0.0,0.0,62.489051521108664,62.489051521108664,62.489051521108664,62.489051521108664,62.489051521108664,62.489051521108664,437.4233606477606,Grocery
60607,2016.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24613.0,47.90665083597719,47.90665083597719,47.90665083597719,47.90665083597719,47.90665083597719,47.90665083597719,47.90665083597719,47.90665083597719,47.90665083597719,431.1598575237947,Grocery
60626,2023.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23094.0,44.950074936255525,44.950074936255525,44.950074936255525,44.950074936255525,44.950074936255525,44.950074936255525,44.950074936255525,44.950074936255525,44.950074936255525,404.55067442629974,Grocery
60610,2023.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22947.0,44.66395468789536,44.66395468789536,44.66395468789536,44.66395468789536,44.66395468789536,44.66395468789536,44.66395468789536,44.66395468789536,44.66395468789536,401.9755921910582,Grocery
60643,2022.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22856.0,44.48683262938669,44.48683262938669,44.48683262938669,44.48683262938669,44.48683262938669,44.48683262938669,44.48683262938669,44.48683262938669,44.48683262938669,400.3814936644802,Grocery
60630,2022.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22846.0,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,400.2063180022189,Grocery
60624,2022.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22846.0,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,44.46736866691321,400.2063180022189,Grocery
60660,2023.0,1.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22832.0,44.44011911945034,44.44011911945034,44.44011911945034,44.44011911945034,44.44011911945034,44.44011911945034,44.44011911945034,44.44011911945034,44.44011911945034,399.96107207505304,Grocery
60654,2023.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22803.0,44.38367362827724,44.38367362827724,44.38367362827724,44.38367362827724,44.38367362827724,44.38367362827724,44.38367362827724,44.38367362827724,44.38367362827724,399.4530626544951,Grocery
60661,2023.0,5.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22772.0,44.323335344609454,44.323335344609454,44.323335344609454,44.323335344609454,44.323335344609454,44.323335344609454,44.323335344609454,44.323335344609454,44.323335344609454,398.9100181014851,Grocery
60644,2022.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22739.0,44.25910426844697,44.25910426844697,44.25910426844697,44.25910426844697,44.25910426844697,44.25910426844697,44.25910426844697,44.25910426844697,44.25910426844697,398.33193841602264,Grocery
60660,2022.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22735.0,44.25131868345758,44.25131868345758,44.25131868345758,44.25131868345758,44.25131868345758,44.25131868345758,44.25131868345758,44.25131868345758,44.25131868345758,398.2618681511183,Grocery
60656,2023.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22694.0,44.17151643731631,44.17151643731631,44.17151643731631,44.17151643731631,44.17151643731631,44.17151643731631,44.17151643731631,44.17151643731631,44.17151643731631,397.5436479358468,Grocery
60612,2022.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22678.0,44.140374097358745,44.140374097358745,44.140374097358745,44.140374097358745,44.140374097358745,44.140374097358745,44.140374097358745,44.140374097358745,44.140374097358745,397.2633668762287,Grocery
60644,2021.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22668.0,44.120910134885264,44.120910134885264,44.120910134885264,44.120910134885264,44.120910134885264,44.120910134885264,44.120910134885264,44.120910134885264,44.120910134885264,397.0881912139674,Grocery
60651,2022.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22653.0,44.09171419117504,44.09171419117504,44.09171419117504,44.09171419117504,44.09171419117504,44.09171419117504,44.09171419117504,44.09171419117504,44.09171419117504,396.82542772057536,Grocery
60661,2021.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22643.0,44.07225022870156,44.07225022870156,44.07225022870156,44.07225022870156,44.07225022870156,44.07225022870156,44.07225022870156,44.07225022870156,44.07225022870156,396.6502520583141,Grocery
60644,2023.0,1.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22641.0,44.06835743620686,44.06835743620686,44.06835743620686,44.06835743620686,44.06835743620686,44.06835743620686,44.06835743620686,44.06835743620686,44.06835743620686,396.61521692586166,Grocery
60610,2021.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22628.0,44.04305428499134,44.04305428499134,44.04305428499134,44.04305428499134,44.04305428499134,44.04305428499134,44.04305428499134,44.04305428499134,44.04305428499134,396.3874885649221,Grocery
60611,2021.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22616.0,44.01969753002316,44.01969753002316,44.01969753002316,44.01969753002316,44.01969753002316,44.01969753002316,44.01969753002316,44.01969753002316,44.01969753002316,396.17727777020843,Grocery
60630,2021.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22607.0,44.002179963797026,44.002179963797026,44.002179963797026,44.002179963797026,44.002179963797026,44.002179963797026,44.002179963797026,44.002179963797026,44.002179963797026,396.01961967417316,Grocery
60640,2022.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22574.0,43.93794888763454,43.93794888763454,43.93794888763454,43.93794888763454,43.93794888763454,43.93794888763454,43.93794888763454,43.93794888763454,43.93794888763454,395.4415399887109,Grocery
60609,2023.0,2.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22530.0,43.85230745275123,43.85230745275123,43.85230745275123,43.85230745275123,43.85230745275123,43.85230745275123,43.85230745275123,43.85230745275123,43.85230745275123,394.6707670747611,Grocery
60620,2022.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22502.0,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,394.1802752204294,Grocery
60647,2022.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22502.0,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,43.79780835782549,394.1802752204294,Grocery
60639,2022.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22495.0,43.78418358409405,43.78418358409405,43.78418358409405,43.78418358409405,43.78418358409405,43.78418358409405,43.78418358409405,43.78418358409405,43.78418358409405,394.0576522568465,Grocery
60639,2021.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22476.0,43.74720205539443,43.74720205539443,43.74720205539443,43.74720205539443,43.74720205539443,43.74720205539443,43.74720205539443,43.74720205539443,43.74720205539443,393.7248184985499,Grocery
60621,2023.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22446.0,43.688810167974,43.688810167974,43.688810167974,43.688810167974,43.688810167974,43.688810167974,43.688810167974,43.688810167974,43.688810167974,393.199291511766,Grocery
60631,2021.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22436.0,43.66934620550052,43.66934620550052,43.66934620550052,43.66934620550052,43.66934620550052,43.66934620550052,43.66934620550052,43.66934620550052,43.66934620550052,393.02411584950465,Grocery
60633,2022.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22417.0,43.632364676800904,43.632364676800904,43.632364676800904,43.632364676800904,43.632364676800904,43.632364676800904,43.632364676800904,43.632364676800904,43.632364676800904,392.6912820912081,Grocery
60652,2021.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22416.0,43.630418280553556,43.630418280553556,43.630418280553556,43.630418280553556,43.630418280553556,43.630418280553556,43.630418280553556,43.630418280553556,43.630418280553556,392.673764524982,Grocery
60657,2022.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22399.0,43.59732954434864,43.59732954434864,43.59732954434864,43.59732954434864,43.59732954434864,43.59732954434864,43.59732954434864,43.59732954434864,43.59732954434864,392.3759658991378,Grocery
60609,2022.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22391.0,43.581758374369855,43.581758374369855,43.581758374369855,43.581758374369855,43.581758374369855,43.581758374369855,43.581758374369855,43.581758374369855,43.581758374369855,392.2358253693287,Grocery
60637,2023.0,2.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22382.0,43.56424080814372,43.56424080814372,43.56424080814372,43.56424080814372,43.56424080814372,43.56424080814372,43.56424080814372,43.56424080814372,43.56424080814372,392.0781672732935,Grocery
60614,2022.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22379.0,43.55840161940168,43.55840161940168,43.55840161940168,43.55840161940168,43.55840161940168,43.55840161940168,43.55840161940168,43.55840161940168,43.55840161940168,392.02561457461513,Grocery
60645,2023.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22361.0,43.52336648694941,43.52336648694941,43.52336648694941,43.52336648694941,43.52336648694941,43.52336648694941,43.52336648694941,43.52336648694941,43.52336648694941,391.7102983825447,Grocery
60613,2023.0,2.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22343.0,43.48833135449715,43.48833135449715,43.48833135449715,43.48833135449715,43.48833135449715,43.48833135449715,43.48833135449715,43.48833135449715,43.48833135449715,391.39498219047437,Grocery
60643,2021.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22323.0,43.44940342955019,43.44940342955019,43.44940342955019,43.44940342955019,43.44940342955019,43.44940342955019,43.44940342955019,43.44940342955019,43.44940342955019,391.0446308659517,Grocery
60640,2021.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22316.0,43.43577865581875,43.43577865581875,43.43577865581875,43.43577865581875,43.43577865581875,43.43577865581875,43.43577865581875,43.43577865581875,43.43577865581875,390.92200790236876,Grocery
60647,2020.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22308.0,43.42020748583997,43.42020748583997,43.42020748583997,43.42020748583997,43.42020748583997,43.42020748583997,43.42020748583997,43.42020748583997,43.42020748583997,390.7818673725597,Grocery
60620,2023.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22284.0,43.373493975903614,43.373493975903614,43.373493975903614,43.373493975903614,43.373493975903614,43.373493975903614,43.373493975903614,43.373493975903614,43.373493975903614,390.3614457831325,Grocery
60609,2020.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22267.0,43.3404052396987,43.3404052396987,43.3404052396987,43.3404052396987,43.3404052396987,43.3404052396987,43.3404052396987,43.3404052396987,43.3404052396987,390.0636471572883,Grocery
60614,2020.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22250.0,43.30731650349378,43.30731650349378,43.30731650349378,43.30731650349378,43.30731650349378,43.30731650349378,43.30731650349378,43.30731650349378,43.30731650349378,389.765848531444,Grocery
60625,2022.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22247.0,43.301477314751736,43.301477314751736,43.301477314751736,43.301477314751736,43.301477314751736,43.301477314751736,43.301477314751736,43.301477314751736,43.301477314751736,389.71329583276565,Grocery
60613,2022.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22228.0,43.26449578605212,43.26449578605212,43.26449578605212,43.26449578605212,43.26449578605212,43.26449578605212,43.26449578605212,43.26449578605212,43.26449578605212,389.3804620744691,Grocery
60641,2021.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22224.0,43.25671020106273,43.25671020106273,43.25671020106273,43.25671020106273,43.25671020106273,43.25671020106273,43.25671020106273,43.25671020106273,43.25671020106273,389.3103918095646,Grocery
60632,2021.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22219.0,43.24697821982599,43.24697821982599,43.24697821982599,43.24697821982599,43.24697821982599,43.24697821982599,43.24697821982599,43.24697821982599,43.24697821982599,389.22280397843394,Grocery
60655,2020.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.0,43.24503182357864,43.24503182357864,43.24503182357864,43.24503182357864,43.24503182357864,43.24503182357864,43.24503182357864,43.24503182357864,43.24503182357864,389.2052864122078,Grocery
60647,2019.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22204.0,43.21778227611578,43.21778227611578,43.21778227611578,43.21778227611578,43.21778227611578,43.21778227611578,43.21778227611578,43.21778227611578,43.21778227611578,388.960040485042,Grocery
60659,2019.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22202.0,43.213889483621074,43.213889483621074,43.213889483621074,43.213889483621074,43.213889483621074,43.213889483621074,43.213889483621074,43.213889483621074,43.213889483621074,388.92500535258966,Grocery
60637,2021.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22197.0,43.204157502384334,43.204157502384334,43.204157502384334,43.204157502384334,43.204157502384334,43.204157502384334,43.204157502384334,43.204157502384334,43.204157502384334,388.837417521459,Grocery
60625,2021.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22195.0,43.20026470988964,43.20026470988964,43.20026470988964,43.20026470988964,43.20026470988964,43.20026470988964,43.20026470988964,43.20026470988964,43.20026470988964,388.80238238900677,Grocery
60636,2019.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22193.0,43.19637191739494,43.19637191739494,43.19637191739494,43.19637191739494,43.19637191739494,43.19637191739494,43.19637191739494,43.19637191739494,43.19637191739494,388.76734725655444,Grocery
60649,2022.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22190.0,43.1905327286529,43.1905327286529,43.1905327286529,43.1905327286529,43.1905327286529,43.1905327286529,43.1905327286529,43.1905327286529,43.1905327286529,388.7147945578761,Grocery
60628,2022.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22187.0,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,388.6622418591977,Grocery
60629,2022.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22187.0,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,43.18469353991085,388.6622418591977,Grocery
60660,2021.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22184.0,43.17885435116881,43.17885435116881,43.17885435116881,43.17885435116881,43.17885435116881,43.17885435116881,43.17885435116881,43.17885435116881,43.17885435116881,388.6096891605193,Grocery
60661,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22179.0,43.169122369932076,43.169122369932076,43.169122369932076,43.169122369932076,43.169122369932076,43.169122369932076,43.169122369932076,43.169122369932076,43.169122369932076,388.52210132938876,Grocery
60631,2022.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22171.0,43.15355119995329,43.15355119995329,43.15355119995329,43.15355119995329,43.15355119995329,43.15355119995329,43.15355119995329,43.15355119995329,43.15355119995329,388.3819607995797,Grocery
60622,2023.0,4.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22165.0,43.141872822469196,43.141872822469196,43.141872822469196,43.141872822469196,43.141872822469196,43.141872822469196,43.141872822469196,43.141872822469196,43.141872822469196,388.27685540222274,Grocery
60626,2021.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22160.0,43.132140841232456,43.132140841232456,43.132140841232456,43.132140841232456,43.132140841232456,43.132140841232456,43.132140841232456,43.132140841232456,43.132140841232456,388.1892675710921,Grocery
60653,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22133.0,43.07958814255406,43.07958814255406,43.07958814255406,43.07958814255406,43.07958814255406,43.07958814255406,43.07958814255406,43.07958814255406,43.07958814255406,387.7162932829865,Grocery
60616,2022.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22127.0,43.06790976506997,43.06790976506997,43.06790976506997,43.06790976506997,43.06790976506997,43.06790976506997,43.06790976506997,43.06790976506997,43.06790976506997,387.61118788562976,Grocery
60618,2020.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22107.0,43.02898184012301,43.02898184012301,43.02898184012301,43.02898184012301,43.02898184012301,43.02898184012301,43.02898184012301,43.02898184012301,43.02898184012301,387.2608365611071,Grocery
60612,2023.0,5.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22105.0,43.02508904762832,43.02508904762832,43.02508904762832,43.02508904762832,43.02508904762832,43.02508904762832,43.02508904762832,43.02508904762832,43.02508904762832,387.22580142865496,Grocery
60647,2021.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22090.0,42.9958931039181,42.9958931039181,42.9958931039181,42.9958931039181,42.9958931039181,42.9958931039181,42.9958931039181,42.9958931039181,42.9958931039181,386.9630379352629,Grocery
