zip_code,retail_category,spending_potential,local_spending,outbound_spending,leakage_ratio,leakage_dollars
60602,books,420311160.0,190853695.89174134,229457464.10825866,0.545922844656941,229457464.10825866
60602,sports,420311160.0,197726678.87823313,222584481.12176687,0.5295707140437739,222584481.12176687
60602,restaurant,420311160.0,195431981.3084799,224879178.6915201,0.5350302349609753,224879178.6915201
60602,books,420311160.0,197726678.87823313,222584481.12176687,0.5295707140437739,222584481.12176687
60602,restaurant,420311160.0,193140806.49638674,227170353.50361326,0.5404813745692911,227170353.50361326
60602,health,420311160.0,188571187.07466644,231739972.92533356,0.5513533662188117,231739972.92533356
60602,furniture,420311160.0,190853695.89174134,229457464.10825866,0.545922844656941,229457464.10825866
60602,restaurant,420311160.0,197726678.87823313,222584481.12176687,0.5295707140437739,222584481.12176687
60602,electronics,420311160.0,195431981.3084799,224879178.6915201,0.5350302349609753,224879178.6915201
60602,furniture,420311160.0,197726678.87823313,222584481.12176687,0.5295707140437739,222584481.12176687
60602,grocery,420311160.0,193140806.49638674,227170353.50361326,0.5404813745692911,227170353.50361326
60602,books,420311160.0,188571187.07466644,231739972.92533356,0.5513533662188117,231739972.92533356
60602,restaurant,420311160.0,190853695.89174134,229457464.10825866,0.545922844656941,229457464.10825866
60603,beauty,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,health,499141564.5,231467349.8074632,267674214.6925368,0.5362691343099655,267674214.6925368
60603,clothing,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,general,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,health,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,electronics,499141564.5,226279050.91452459,272862513.58547544,0.5466635780148007,272862513.58547544
60603,clothing,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,restaurant,499141564.5,231467349.8074632,267674214.6925368,0.5362691343099655,267674214.6925368
60603,electronics,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,beauty,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,health,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,furniture,499141564.5,226279050.91452459,272862513.58547544,0.5466635780148007,272862513.58547544
60603,electronics,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,clothing,499141564.5,231467349.8074632,267674214.6925368,0.5362691343099655,267674214.6925368
60603,clothing,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,furniture,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,furniture,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,beauty,499141564.5,226279050.91452459,272862513.58547544,0.5466635780148007,272862513.58547544
60603,grocery,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,general,499141564.5,231467349.8074632,267674214.6925368,0.5362691343099655,267674214.6925368
60603,clothing,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,beauty,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,grocery,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,clothing,499141564.5,226279050.91452459,272862513.58547544,0.5466635780148007,272862513.58547544
60603,restaurant,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,books,499141564.5,231467349.8074632,267674214.6925368,0.5362691343099655,267674214.6925368
60603,beauty,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,books,499141564.5,239277976.1273313,259863588.3726687,0.5206210158694743,259863588.3726687
60603,grocery,499141564.5,228870948.36810115,270270616.1318989,0.5414708678942302,270270616.1318989
60603,grocery,499141564.5,226279050.91452459,272862513.58547544,0.5466635780148007,272862513.58547544
60604,beauty,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,electronics,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,grocery,894813880.8,399870075.6310972,494943805.16890275,0.5531248629339577,494943805.16890275
60604,grocery,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,restaurant,894813880.8,405287666.0887946,489526214.71120536,0.5470704301921971,489526214.71120536
60604,clothing,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,books,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,clothing,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,restaurant,894813880.8,399870075.6310972,494943805.16890275,0.5531248629339577,494943805.16890275
60604,beauty,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,furniture,894813880.8,405287666.0887946,489526214.71120536,0.5470704301921971,489526214.71120536
60604,grocery,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,books,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,restaurant,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,furniture,894813880.8,399870075.6310972,494943805.16890275,0.5531248629339577,494943805.16890275
60604,furniture,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,beauty,894813880.8,405287666.0887946,489526214.71120536,0.5470704301921971,489526214.71120536
60604,furniture,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,electronics,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,sports,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60604,sports,894813880.8,399870075.6310972,494943805.16890275,0.5531248629339577,494943805.16890275
60604,restaurant,894813880.8,397166456.2910444,497647424.50895554,0.5561462949859903,497647424.50895554
60604,general,894813880.8,405287666.0887946,489526214.71120536,0.5470704301921971,489526214.71120536
60604,grocery,894813880.8,408001244.1538835,486812636.64611644,0.544037868758681,486812636.64611644
60605,health,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,furniture,341234217.6,160257379.9136496,180976837.68635044,0.5303595839808019,180976837.68635044
60605,books,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,electronics,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,beauty,341234217.6,157142837.83645853,184091379.7635415,0.5394868693365805,184091379.7635415
60605,health,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,restaurant,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,general,341234217.6,160257379.9136496,180976837.68635044,0.5303595839808019,180976837.68635044
60605,furniture,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,clothing,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,restaurant,341234217.6,157142837.83645853,184091379.7635415,0.5394868693365805,184091379.7635415
60605,health,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,grocery,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,sports,341234217.6,160257379.9136496,180976837.68635044,0.5303595839808019,180976837.68635044
60605,grocery,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,furniture,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,sports,341234217.6,157142837.83645853,184091379.7635415,0.5394868693365805,184091379.7635415
60605,sports,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,sports,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,restaurant,341234217.6,160257379.9136496,180976837.68635044,0.5303595839808019,180976837.68635044
60605,grocery,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,sports,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,health,341234217.6,157142837.83645853,184091379.7635415,0.5394868693365805,184091379.7635415
60605,furniture,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,sports,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,grocery,341234217.6,160257379.9136496,180976837.68635044,0.5303595839808019,180976837.68635044
60605,clothing,341234217.6,155588817.46329114,185645400.1367089,0.5440409858143982,185645400.1367089
60605,sports,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60605,beauty,341234217.6,157142837.83645853,184091379.7635415,0.5394868693365805,184091379.7635415
60605,general,341234217.6,152488557.83137956,188745659.76862046,0.5531264159149215,188745659.76862046
60606,health,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,sports,480026903.4,213975124.70442593,266051778.69557405,0.5542434742951827,266051778.69557405
60606,health,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,electronics,480026903.4,215884268.9526704,264142634.44732958,0.5502663133595724,264142634.44732958
60606,restaurant,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,clothing,480026903.4,212069308.8392094,267957594.56079057,0.5582137014881124,267957594.56079057
60606,furniture,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,sports,480026903.4,213975124.70442593,266051778.69557405,0.5542434742951827,266051778.69557405
60606,clothing,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,general,480026903.4,215884268.9526704,264142634.44732958,0.5502663133595724,264142634.44732958
60606,books,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,beauty,480026903.4,212069308.8392094,267957594.56079057,0.5582137014881124,267957594.56079057
60606,clothing,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,sports,480026903.4,213975124.70442593,266051778.69557405,0.5542434742951827,266051778.69557405
60606,restaurant,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,furniture,480026903.4,215884268.9526704,264142634.44732958,0.5502663133595724,264142634.44732958
60606,clothing,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,health,480026903.4,212069308.8392094,267957594.56079057,0.5582137014881124,267957594.56079057
60606,restaurant,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,beauty,480026903.4,213975124.70442593,266051778.69557405,0.5542434742951827,266051778.69557405
60606,restaurant,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,general,480026903.4,215884268.9526704,264142634.44732958,0.5502663133595724,264142634.44732958
60606,sports,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,clothing,480026903.4,212069308.8392094,267957594.56079057,0.5582137014881124,267957594.56079057
60606,furniture,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,books,480026903.4,213975124.70442593,266051778.69557405,0.5542434742951827,266051778.69557405
60606,books,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,beauty,480026903.4,215884268.9526704,264142634.44732958,0.5502663133595724,264142634.44732958
60606,beauty,480026903.4,221629275.74355772,258397627.65644225,0.5382982200085626,258397627.65644225
60606,restaurant,480026903.4,212069308.8392094,267957594.56079057,0.5582137014881124,267957594.56079057
60607,sports,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,electronics,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,sports,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,restaurant,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,furniture,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,electronics,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,books,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,beauty,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,general,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,clothing,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,electronics,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,clothing,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,general,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,health,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,restaurant,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,restaurant,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,clothing,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,grocery,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,clothing,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60607,clothing,488918954.4,225092215.85141328,263826738.5485867,0.5396124166884758,263826738.5485867
60608,sports,540269578.8,252515216.10983184,287754362.69016814,0.5326125585847407,287754362.69016814
60608,grocery,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,furniture,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,books,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,books,540269578.8,238812628.55950674,301456950.2404932,0.5579750592473914,301456950.2404932
60608,general,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,beauty,540269578.8,252515216.10983184,287754362.69016814,0.5326125585847407,287754362.69016814
60608,health,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,clothing,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,electronics,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,furniture,540269578.8,238812628.55950674,301456950.2404932,0.5579750592473914,301456950.2404932
60608,sports,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,restaurant,540269578.8,252515216.10983184,287754362.69016814,0.5326125585847407,287754362.69016814
60608,books,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,restaurant,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,restaurant,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,restaurant,540269578.8,238812628.55950674,301456950.2404932,0.5579750592473914,301456950.2404932
60608,restaurant,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,general,540269578.8,252515216.10983184,287754362.69016814,0.5326125585847407,287754362.69016814
60608,furniture,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,furniture,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,beauty,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,clothing,540269578.8,238812628.55950674,301456950.2404932,0.5579750592473914,301456950.2404932
60608,books,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,clothing,540269578.8,252515216.10983184,287754362.69016814,0.5326125585847407,287754362.69016814
60608,clothing,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,electronics,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,restaurant,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,sports,540269578.8,238812628.55950674,301456950.2404932,0.5579750592473914,301456950.2404932
60608,general,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,electronics,540269578.8,252515216.10983184,287754362.69016814,0.5326125585847407,287754362.69016814
60608,clothing,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,books,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60608,restaurant,540269578.8,241087032.03344914,299182546.7665508,0.5537653025570478,299182546.7665508
60608,health,540269578.8,238812628.55950674,301456950.2404932,0.5579750592473914,301456950.2404932
60608,health,540269578.8,247934002.32356435,292335576.4764356,0.5410920546845264,292335576.4764356
60609,sports,370872529.2,172217888.4641224,198654640.73587757,0.5356412920751791,198654640.73587757
60609,sports,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,clothing,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,beauty,370872529.2,168926363.914806,201946165.28519398,0.5445163752645877,201946165.28519398
60609,health,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,restaurant,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,furniture,370872529.2,172217888.4641224,198654640.73587757,0.5356412920751791,198654640.73587757
60609,sports,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,general,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,general,370872529.2,168926363.914806,201946165.28519398,0.5445163752645877,201946165.28519398
60609,sports,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,books,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,health,370872529.2,172217888.4641224,198654640.73587757,0.5356412920751791,198654640.73587757
60609,furniture,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,books,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,furniture,370872529.2,168926363.914806,201946165.28519398,0.5445163752645877,201946165.28519398
60609,clothing,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,electronics,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,health,370872529.2,172217888.4641224,198654640.73587757,0.5356412920751791,198654640.73587757
60609,sports,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60609,health,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,furniture,370872529.2,168926363.914806,201946165.28519398,0.5445163752645877,201946165.28519398
60609,furniture,370872529.2,167284393.8522726,203588135.3477274,0.5489436917500532,203588135.3477274
60609,electronics,370872529.2,165645292.6836506,205227236.51634938,0.5533632727100063,205227236.51634938
60610,books,220824568.8,104496818.54454277,116327750.25545724,0.5267880783719082,116327750.25545724
60610,furniture,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,restaurant,220824568.8,98625927.01466073,122198641.78533928,0.5533743027299383,122198641.78533928
60610,health,220824568.8,102534457.73120524,118290111.06879477,0.5356745932375382,118290111.06879477
60610,books,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,clothing,220824568.8,97653054.26102196,123171514.53897806,0.5577799391087412,123171514.53897806
60610,general,220824568.8,104496818.54454277,116327750.25545724,0.5267880783719082,116327750.25545724
60610,sports,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,health,220824568.8,98625927.01466073,122198641.78533928,0.5533743027299383,122198641.78533928
60610,electronics,220824568.8,102534457.73120524,118290111.06879477,0.5356745932375382,118290111.06879477
60610,clothing,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,health,220824568.8,97653054.26102196,123171514.53897806,0.5577799391087412,123171514.53897806
60610,clothing,220824568.8,104496818.54454277,116327750.25545724,0.5267880783719082,116327750.25545724
60610,general,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,clothing,220824568.8,98625927.01466073,122198641.78533928,0.5533743027299383,122198641.78533928
60610,books,220824568.8,102534457.73120524,118290111.06879477,0.5356745932375382,118290111.06879477
60610,books,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,beauty,220824568.8,97653054.26102196,123171514.53897806,0.5577799391087412,123171514.53897806
60610,health,220824568.8,104496818.54454277,116327750.25545724,0.5267880783719082,116327750.25545724
60610,grocery,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,clothing,220824568.8,98625927.01466073,122198641.78533928,0.5533743027299383,122198641.78533928
60610,health,220824568.8,102534457.73120524,118290111.06879477,0.5356745932375382,118290111.06879477
60610,beauty,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,clothing,220824568.8,97653054.26102196,123171514.53897806,0.5577799391087412,123171514.53897806
60610,furniture,220824568.8,104496818.54454277,116327750.25545724,0.5267880783719082,116327750.25545724
60610,beauty,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,general,220824568.8,98625927.01466073,122198641.78533928,0.5533743027299383,122198641.78533928
60610,furniture,220824568.8,102534457.73120524,118290111.06879477,0.5356745932375382,118290111.06879477
60610,grocery,220824568.8,99600654.54399718,121223914.25600283,0.5489602670334879,121223914.25600283
60610,electronics,220824568.8,97653054.26102196,123171514.53897806,0.5577799391087412,123171514.53897806
60611,health,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,restaurant,193505371.2,94621944.46500069,98883426.7349993,0.5110112764404717,98883426.7349993
60611,clothing,193505371.2,86687744.15055105,106817627.04944894,0.5520137574840038,106817627.04944894
60611,books,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,clothing,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,sports,193505371.2,88662732.82650383,104842638.37349616,0.5418073809699819,104842638.37349616
60611,furniture,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,books,193505371.2,94621944.46500069,98883426.7349993,0.5110112764404717,98883426.7349993
60611,restaurant,193505371.2,86687744.15055105,106817627.04944894,0.5520137574840038,106817627.04944894
60611,restaurant,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,health,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,general,193505371.2,88662732.82650383,104842638.37349616,0.5418073809699819,104842638.37349616
60611,electronics,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,sports,193505371.2,94621944.46500069,98883426.7349993,0.5110112764404717,98883426.7349993
60611,beauty,193505371.2,86687744.15055105,106817627.04944894,0.5520137574840038,106817627.04944894
60611,sports,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,beauty,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,restaurant,193505371.2,88662732.82650383,104842638.37349616,0.5418073809699819,104842638.37349616
60611,sports,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,general,193505371.2,94621944.46500069,98883426.7349993,0.5110112764404717,98883426.7349993
60611,grocery,193505371.2,86687744.15055105,106817627.04944894,0.5520137574840038,106817627.04944894
60611,grocery,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,furniture,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,general,193505371.2,88662732.82650383,104842638.37349616,0.5418073809699819,104842638.37349616
60611,electronics,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,beauty,193505371.2,94621944.46500069,98883426.7349993,0.5110112764404717,98883426.7349993
60611,general,193505371.2,86687744.15055105,106817627.04944894,0.5520137574840038,106817627.04944894
60611,electronics,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,books,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,furniture,193505371.2,88662732.82650383,104842638.37349616,0.5418073809699819,104842638.37349616
60611,books,193505371.2,90644534.2401981,102860836.95980188,0.5315657974862554,102860836.95980188
60611,grocery,193505371.2,94621944.46500069,98883426.7349993,0.5110112764404717,98883426.7349993
60611,books,193505371.2,86687744.15055105,106817627.04944894,0.5520137574840038,106817627.04944894
